Mun;Assistente Social;Enfermeiro;Fisioterapeuta;Fonoaudiólogo;Nutricionista;Odontólogo;Psicólogo;Psiquiatra;Total
420250 Bom Jardim da Serra;0.0;6.0;2.0;0.0;0.0;0.0;0.0;0.0;8.0
420253 Bom Jesus;1.0;0.0;1.0;0.0;1.0;0.0;2.0;0.0;5.0
420257 Bom Jesus do Oeste;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;5.0
420260 Bom Retiro;2.0;4.0;3.0;1.0;1.0;7.0;3.0;1.0;22.0
420245 Bombinhas;1.0;15.0;4.0;1.0;1.0;8.0;2.0;1.0;33.0
420270 Botuverá;0.0;4.0;1.0;0.0;0.0;2.0;1.0;0.0;8.0
420280 Braço do Norte;5.0;47.0;23.0;8.0;8.0;13.0;19.0;2.0;125.0
420285 Braço do Trombudo;2.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;8.0
420287 Brunópolis;0.0;3.0;1.0;0.0;1.0;1.0;1.0;0.0;7.0
420290 Brusque;18.0;130.0;47.0;17.0;14.0;64.0;40.0;8.0;338.0
420300 Caçador;13.0;76.0;38.0;9.0;9.0;33.0;33.0;1.0;212.0
420310 Caibi;1.0;6.0;7.0;1.0;3.0;8.0;3.0;0.0;29.0
420315 Calmon;1.0;6.0;4.0;0.0;1.0;0.0;0.0;0.0;12.0
420320 Camboriú;6.0;21.0;12.0;5.0;5.0;21.0;28.0;3.0;101.0
420330 Campo Alegre;1.0;8.0;4.0;0.0;1.0;2.0;2.0;0.0;18.0
420340 Campo Belo do Sul;2.0;7.0;4.0;0.0;2.0;1.0;2.0;0.0;18.0
420350 Campo Erê;4.0;5.0;3.0;1.0;5.0;1.0;6.0;2.0;27.0
420360 Campos Novos;7.0;27.0;26.0;7.0;2.0;34.0;21.0;0.0;124.0
420370 Canelinha;1.0;5.0;5.0;2.0;1.0;2.0;4.0;0.0;20.0
420380 Canoinhas;12.0;36.0;32.0;10.0;10.0;36.0;26.0;4.0;166.0
420325 Capão Alto;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;3.0
420390 Capinzal;4.0;12.0;15.0;4.0;2.0;12.0;14.0;2.0;65.0
420395 Capivari de Baixo;2.0;16.0;12.0;3.0;1.0;6.0;8.0;1.0;49.0
420400 Catanduvas;2.0;5.0;6.0;1.0;0.0;3.0;6.0;0.0;23.0
420410 Caxambu do Sul;0.0;6.0;4.0;0.0;2.0;2.0;2.0;0.0;16.0
420415 Celso Ramos;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;4.0
420417 Cerro Negro;0.0;1.0;2.0;0.0;0.0;0.0;1.0;1.0;5.0
420419 Chapadão do Lageado;1.0;0.0;1.0;0.0;1.0;1.0;3.0;0.0;7.0
420420 Chapecó;39.0;432.0;179.0;78.0;58.0;213.0;184.0;19.0;1202.0
420425 Cocal do Sul;5.0;11.0;13.0;4.0;3.0;12.0;12.0;1.0;61.0
420430 Concórdia;8.0;107.0;74.0;20.0;14.0;93.0;64.0;1.0;381.0
420435 Cordilheira Alta;0.0;0.0;2.0;1.0;1.0;1.0;2.0;0.0;7.0
420440 Coronel Freitas;2.0;6.0;2.0;2.0;1.0;5.0;3.0;0.0;21.0
420445 Coronel Martins;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;7.0
420455 Correia Pinto;1.0;7.0;10.0;1.0;0.0;5.0;7.0;0.0;31.0
420450 Corupá;1.0;9.0;4.0;2.0;1.0;16.0;3.0;0.0;36.0
420460 Criciúma;43.0;430.0;158.0;32.0;62.0;124.0;170.0;25.0;1044.0
420470 Cunha Porã;2.0;5.0;8.0;2.0;4.0;6.0;10.0;1.0;38.0
420475 Cunhataí;0.0;0.0;2.0;1.0;1.0;0.0;2.0;0.0;6.0
420480 Curitibanos;6.0;51.0;26.0;7.0;4.0;33.0;28.0;0.0;155.0
420490 Descanso;1.0;13.0;7.0;2.0;1.0;4.0;6.0;0.0;34.0
420500 Dionísio Cerqueira;1.0;15.0;6.0;1.0;2.0;4.0;4.0;1.0;34.0
420510 Dona Emma;0.0;1.0;2.0;1.0;1.0;0.0;1.0;0.0;6.0
420515 Doutor Pedrinho;1.0;0.0;1.0;4.0;1.0;1.0;1.0;0.0;9.0
420517 Entre Rios;1.0;2.0;1.0;0.0;2.0;0.0;2.0;0.0;8.0
420519 Ermo;2.0;2.0;3.0;0.0;2.0;1.0;2.0;0.0;12.0
420520 Erval Velho;1.0;2.0;2.0;1.0;1.0;1.0;2.0;0.0;10.0
420530 Faxinal dos Guedes;2.0;3.0;6.0;3.0;4.0;8.0;7.0;0.0;33.0
420535 Flor do Sertão;0.0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;5.0
420540 Florianópolis;126.0;1349.0;547.0;182.0;222.0;732.0;477.0;113.0;3748.0
420543 Formosa do Sul;1.0;1.0;2.0;0.0;1.0;0.0;3.0;0.0;8.0
420545 Forquilhinha;3.0;13.0;6.0;4.0;5.0;4.0;7.0;0.0;42.0
420550 Fraiburgo;6.0;21.0;21.0;4.0;5.0;38.0;18.0;0.0;113.0
420555 Frei Rogério;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;4.0
420560 Galvão;1.0;0.0;3.0;0.0;1.0;1.0;2.0;0.0;8.0
420570 Garopaba;3.0;16.0;17.0;5.0;4.0;6.0;10.0;3.0;64.0
420580 Garuva;1.0;14.0;6.0;2.0;3.0;10.0;10.0;0.0;46.0
420590 Gaspar;5.0;65.0;15.0;9.0;5.0;21.0;13.0;0.0;133.0
420600 Governador Celso Ramos;2.0;5.0;5.0;1.0;1.0;1.0;2.0;1.0;18.0
420610 Grão Pará;2.0;1.0;1.0;2.0;1.0;3.0;2.0;0.0;12.0
420620 Gravatal;1.0;3.0;5.0;0.0;1.0;4.0;6.0;0.0;20.0
420630 Guabiruba;1.0;8.0;6.0;3.0;1.0;10.0;5.0;0.0;34.0
420640 Guaraciaba;1.0;8.0;6.0;2.0;3.0;5.0;3.0;1.0;29.0
420650 Guaramirim;4.0;25.0;13.0;9.0;3.0;24.0;6.0;1.0;85.0
420660 Guarujá do Sul;2.0;9.0;5.0;0.0;2.0;3.0;4.0;0.0;25.0
420665 Guatambú;1.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;5.0
420670 Herval d'Oeste;1.0;17.0;11.0;1.0;3.0;3.0;9.0;0.0;45.0
420675 Ibiam;0.0;1.0;1.0;0.0;0.0;1.0;2.0;0.0;5.0
420680 Ibicaré;1.0;4.0;1.0;0.0;1.0;1.0;3.0;0.0;11.0
420690 Ibirama;5.0;34.0;15.0;3.0;6.0;12.0;7.0;0.0;82.0
420700 Içara;9.0;44.0;21.0;2.0;5.0;42.0;24.0;3.0;150.0
420710 Ilhota;1.0;8.0;2.0;2.0;3.0;1.0;5.0;0.0;22.0
420720 Imaruí;1.0;8.0;3.0;1.0;1.0;2.0;4.0;1.0;21.0
420730 Imbituba;9.0;32.0;26.0;6.0;7.0;31.0;18.0;3.0;132.0
420740 Imbuia;0.0;5.0;2.0;1.0;1.0;0.0;1.0;0.0;10.0
420750 Indaial;4.0;53.0;28.0;7.0;11.0;60.0;21.0;1.0;185.0
420757 Iomerê;1.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;5.0
420760 Ipira;3.0;4.0;5.0;2.0;2.0;2.0;3.0;0.0;21.0
420765 Iporã do Oeste;1.0;7.0;6.0;2.0;2.0;7.0;10.0;0.0;35.0
420768 Ipuaçu;2.0;3.0;5.0;0.0;1.0;2.0;3.0;1.0;17.0
420770 Ipumirim;2.0;5.0;1.0;1.0;2.0;2.0;2.0;0.0;15.0
420775 Iraceminha;2.0;0.0;3.0;1.0;0.0;3.0;5.0;0.0;14.0
420780 Irani;2.0;6.0;6.0;0.0;2.0;6.0;4.0;0.0;26.0
420785 Irati;0.0;0.0;2.0;0.0;1.0;1.0;1.0;0.0;5.0
420790 Irineópolis;2.0;5.0;4.0;1.0;1.0;1.0;2.0;0.0;16.0
420800 Itá;1.0;6.0;8.0;2.0;1.0;3.0;5.0;0.0;26.0
420810 Itaiópolis;3.0;10.0;9.0;3.0;4.0;18.0;8.0;1.0;56.0
420820 Itajaí;32.0;396.0;167.0;87.0;69.0;357.0;204.0;20.0;1332.0
420830 Itapema;4.0;35.0;53.0;19.0;12.0;95.0;31.0;3.0;252.0
420840 Itapiranga;1.0;7.0;5.0;2.0;1.0;6.0;4.0;0.0;26.0
420845 Itapoá;1.0;10.0;10.0;2.0;1.0;12.0;5.0;1.0;42.0
420850 Ituporanga;3.0;25.0;11.0;3.0;4.0;13.0;16.0;1.0;76.0
420860 Jaborá;1.0;1.0;4.0;0.0;1.0;1.0;2.0;0.0;10.0
420870 Jacinto Machado;3.0;10.0;5.0;1.0;2.0;3.0;3.0;0.0;27.0
420880 Jaguaruna;2.0;15.0;6.0;1.0;2.0;14.0;7.0;1.0;48.0
420890 Jaraguá do Sul;24.0;217.0;109.0;26.0;31.0;167.0;100.0;8.0;682.0
420895 Jardinópolis;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;3.0
420900 Joaçaba;7.0;89.0;39.0;7.0;9.0;48.0;36.0;2.0;237.0
420910 Joinville;55.0;965.0;393.0;111.0;126.0;451.0;326.0;37.0;2464.0
420915 José Boiteux;0.0;4.0;2.0;1.0;1.0;2.0;1.0;0.0;11.0
420917 Jupiá;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;6.0
420920 Lacerdópolis;1.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0;6.0
420930 Lages;40.0;232.0;178.0;27.0;29.0;215.0;149.0;4.0;874.0
420940 Laguna;5.0;34.0;11.0;2.0;5.0;19.0;15.0;1.0;92.0
420945 Lajeado Grande;0.0;1.0;2.0;1.0;2.0;2.0;1.0;0.0;9.0
420950 Laurentino;0.0;2.0;1.0;1.0;0.0;4.0;5.0;0.0;13.0
420960 Lauro Muller;2.0;9.0;5.0;1.0;2.0;8.0;4.0;0.0;31.0
420970 Lebon Régis;2.0;7.0;1.0;0.0;1.0;2.0;4.0;0.0;17.0
420980 Leoberto Leal;1.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;6.0
420985 Lindóia do Sul;3.0;3.0;2.0;0.0;0.0;2.0;3.0;0.0;13.0
420990 Lontras;0.0;2.0;1.0;1.0;1.0;7.0;3.0;1.0;16.0
421000 Luiz Alves;0.0;13.0;8.0;1.0;4.0;7.0;7.0;0.0;40.0
421003 Luzerna;3.0;7.0;4.0;1.0;2.0;2.0;4.0;0.0;23.0
421005 Macieira;1.0;3.0;3.0;0.0;1.0;1.0;1.0;0.0;10.0
421010 Mafra;12.0;100.0;30.0;12.0;8.0;26.0;34.0;1.0;223.0
421020 Major Gercino;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;5.0
421030 Major Vieira;3.0;3.0;3.0;1.0;1.0;1.0;1.0;0.0;13.0
421040 Maracajá;1.0;6.0;4.0;0.0;1.0;1.0;2.0;0.0;15.0
421050 Maravilha;3.0;32.0;34.0;7.0;7.0;14.0;34.0;1.0;132.0
421055 Marema;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;4.0
421060 Massaranduba;2.0;7.0;7.0;1.0;4.0;14.0;8.0;0.0;43.0
421070 Matos Costa;2.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;6.0
421080 Meleiro;1.0;10.0;6.0;0.0;3.0;4.0;5.0;0.0;29.0
421085 Mirim Doce;0.0;0.0;1.0;0.0;1.0;2.0;1.0;0.0;5.0
421090 Modelo;1.0;4.0;3.0;1.0;1.0;1.0;4.0;0.0;15.0
421100 Mondaí;4.0;9.0;3.0;1.0;2.0;8.0;7.0;0.0;34.0
421105 Monte Carlo;0.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;4.0
421110 Monte Castelo;2.0;8.0;4.0;0.0;1.0;0.0;2.0;0.0;17.0
421120 Morro da Fumaça;3.0;12.0;6.0;3.0;2.0;3.0;5.0;2.0;36.0
421125 Morro Grande;1.0;3.0;2.0;0.0;1.0;1.0;0.0;0.0;8.0
421130 Navegantes;5.0;40.0;23.0;12.0;3.0;34.0;22.0;0.0;139.0
421140 Nova Erechim;0.0;7.0;1.0;1.0;1.0;8.0;1.0;0.0;19.0
421145 Nova Itaberaba;1.0;0.0;1.0;0.0;2.0;0.0;1.0;1.0;6.0
421150 Nova Trento;1.0;11.0;9.0;4.0;3.0;4.0;5.0;0.0;37.0
421160 Nova Veneza;2.0;12.0;13.0;3.0;4.0;9.0;8.0;0.0;51.0
421165 Novo Horizonte;1.0;0.0;2.0;0.0;2.0;1.0;2.0;0.0;8.0
421170 Orleans;4.0;22.0;11.0;4.0;4.0;11.0;13.0;0.0;69.0
421175 Otacílio Costa;3.0;6.0;12.0;2.0;1.0;7.0;8.0;0.0;39.0
421180 Ouro;2.0;2.0;5.0;0.0;0.0;1.0;5.0;0.0;15.0
421185 Ouro Verde;1.0;0.0;1.0;0.0;1.0;0.0;2.0;0.0;5.0
421187 Paial;1.0;1.0;0.0;1.0;1.0;2.0;1.0;0.0;7.0
421189 Painel;1.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;7.0
421190 Palhoça;12.0;97.0;61.0;25.0;18.0;75.0;59.0;8.0;355.0
421200 Palma Sola;2.0;6.0;5.0;2.0;2.0;5.0;6.0;0.0;28.0
421205 Palmeira;0.0;7.0;1.0;0.0;0.0;0.0;0.0;0.0;8.0
421210 Palmitos;3.0;16.0;5.0;2.0;2.0;10.0;7.0;0.0;45.0
421220 Papanduva;4.0;6.0;10.0;2.0;2.0;5.0;4.0;1.0;34.0
421223 Paraíso;1.0;0.0;2.0;0.0;1.0;2.0;2.0;0.0;8.0
421225 Passo de Torres;1.0;7.0;3.0;1.0;0.0;0.0;2.0;0.0;14.0
421227 Passos Maia;1.0;3.0;1.0;0.0;2.0;0.0;2.0;0.0;9.0
421230 Paulo Lopes;2.0;6.0;5.0;1.0;1.0;0.0;2.0;1.0;18.0
421240 Pedras Grandes;1.0;1.0;1.0;1.0;1.0;2.0;0.0;0.0;7.0
421250 Penha;2.0;20.0;7.0;1.0;2.0;10.0;7.0;0.0;49.0
421260 Peritiba;2.0;6.0;0.0;0.0;0.0;0.0;2.0;0.0;10.0
421265 Pescaria Brava;1.0;1.0;1.0;0.0;1.0;2.0;3.0;0.0;9.0
421270 Petrolândia;0.0;4.0;1.0;1.0;2.0;2.0;1.0;0.0;11.0
421290 Pinhalzinho;5.0;18.0;12.0;3.0;5.0;30.0;17.0;0.0;90.0
421300 Pinheiro Preto;1.0;0.0;1.0;0.0;1.0;2.0;1.0;0.0;6.0
421310 Piratuba;1.0;0.0;5.0;0.0;1.0;1.0;3.0;0.0;11.0
421315 Planalto Alegre;0.0;1.0;2.0;0.0;1.0;4.0;0.0;0.0;8.0
421320 Pomerode;2.0;26.0;10.0;5.0;4.0;24.0;13.0;1.0;85.0
421330 Ponte Alta;0.0;3.0;2.0;0.0;0.0;0.0;1.0;0.0;6.0
421335 Ponte Alta do Norte;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;5.0
421340 Ponte Serrada;3.0;7.0;2.0;0.0;1.0;5.0;3.0;0.0;21.0
421350 Porto Belo;2.0;10.0;4.0;1.0;1.0;12.0;8.0;1.0;39.0
421360 Porto União;10.0;33.0;32.0;7.0;11.0;30.0;29.0;1.0;153.0
421370 Pouso Redondo;2.0;13.0;4.0;0.0;3.0;8.0;6.0;0.0;36.0
421380 Praia Grande;1.0;12.0;5.0;1.0;1.0;3.0;5.0;0.0;28.0
421390 Presidente Castello Branco;0.0;1.0;1.0;0.0;1.0;3.0;1.0;0.0;7.0
421400 Presidente Getúlio;3.0;12.0;8.0;3.0;2.0;7.0;4.0;0.0;39.0
421410 Presidente Nereu;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0
421415 Princesa;0.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;4.0
421420 Quilombo;2.0;6.0;1.0;1.0;1.0;12.0;6.0;0.0;29.0
421430 Rancho Queimado;1.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;5.0
421440 Rio das Antas;0.0;1.0;5.0;0.0;0.0;0.0;1.0;0.0;7.0
421450 Rio do Campo;0.0;6.0;1.0;0.0;1.0;4.0;2.0;0.0;14.0
421460 Rio do Oeste;1.0;0.0;4.0;0.0;1.0;4.0;2.0;0.0;12.0
421480 Rio do Sul;10.0;122.0;33.0;9.0;22.0;84.0;59.0;2.0;341.0
421470 Rio dos Cedros;1.0;5.0;3.0;0.0;2.0;5.0;1.0;0.0;17.0
421490 Rio Fortuna;2.0;7.0;3.0;0.0;3.0;2.0;3.0;1.0;21.0
421500 Rio Negrinho;7.0;28.0;17.0;4.0;3.0;23.0;8.0;0.0;90.0
421505 Rio Rufino;0.0;2.0;3.0;0.0;0.0;4.0;1.0;0.0;10.0
421507 Riqueza;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;3.0
421510 Rodeio;2.0;3.0;3.0;1.0;1.0;7.0;2.0;1.0;20.0
421520 Romelândia;1.0;2.0;1.0;2.0;1.0;1.0;5.0;1.0;14.0
421530 Salete;0.0;4.0;1.0;1.0;2.0;2.0;4.0;0.0;14.0
421535 Saltinho;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
421540 Salto Veloso;1.0;4.0;0.0;1.0;2.0;2.0;3.0;0.0;13.0
421545 Sangão;1.0;1.0;4.0;0.0;1.0;0.0;2.0;0.0;9.0
421550 Santa Cecília;4.0;15.0;7.0;2.0;1.0;3.0;6.0;0.0;38.0
421555 Santa Helena;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;4.0
421560 Santa Rosa de Lima;1.0;2.0;1.0;0.0;1.0;1.0;2.0;0.0;8.0
421565 Santa Rosa do Sul;2.0;3.0;9.0;2.0;1.0;0.0;4.0;0.0;21.0
421567 Santa Terezinha;1.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;4.0
421568 Santa Terezinha do Progresso;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;5.0
421569 Santiago do Sul;1.0;1.0;0.0;0.0;1.0;2.0;1.0;0.0;6.0
421570 Santo Amaro da Imperatriz;4.0;21.0;8.0;3.0;2.0;11.0;9.0;2.0;60.0
421580 São Bento do Sul;8.0;82.0;36.0;16.0;11.0;70.0;43.0;2.0;268.0
421575 São Bernardino;0.0;2.0;2.0;0.0;1.0;2.0;1.0;0.0;8.0
421590 São Bonifácio;0.0;6.0;3.0;1.0;1.0;1.0;2.0;0.0;14.0
421600 São Carlos;4.0;7.0;6.0;2.0;1.0;7.0;5.0;0.0;32.0
421605 São Cristovão do Sul;1.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;5.0
421610 São Domingos;2.0;1.0;3.0;1.0;1.0;9.0;2.0;0.0;19.0
421620 São Francisco do Sul;10.0;44.0;20.0;5.0;6.0;23.0;17.0;1.0;126.0
421630 São João Batista;4.0;11.0;8.0;3.0;2.0;14.0;8.0;0.0;50.0
421635 São João do Itaperiú;0.0;5.0;2.0;0.0;1.0;0.0;1.0;0.0;9.0
421625 São João do Oeste;0.0;6.0;1.0;1.0;3.0;2.0;2.0;0.0;15.0
421640 São João do Sul;0.0;3.0;6.0;0.0;0.0;1.0;2.0;0.0;12.0
421650 São Joaquim;5.0;21.0;11.0;1.0;2.0;13.0;6.0;1.0;60.0
421660 São José;46.0;329.0;153.0;42.0;51.0;162.0;100.0;28.0;911.0
421670 São José do Cedro;3.0;8.0;6.0;2.0;1.0;7.0;4.0;0.0;31.0
421680 São José do Cerrito;2.0;2.0;4.0;0.0;0.0;2.0;3.0;0.0;13.0
421690 São Lourenço do Oeste;3.0;25.0;17.0;3.0;6.0;26.0;10.0;1.0;91.0
421700 São Ludgero;1.0;7.0;3.0;0.0;1.0;0.0;3.0;0.0;15.0
421710 São Martinho;0.0;7.0;1.0;0.0;1.0;0.0;1.0;0.0;10.0
421715 São Miguel da Boa Vista;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;4.0
421720 São Miguel do Oeste;6.0;119.0;36.0;6.0;6.0;37.0;49.0;0.0;259.0
421725 São Pedro de Alcântara;3.0;28.0;1.0;1.0;1.0;2.0;4.0;2.0;42.0
421730 Saudades;1.0;6.0;0.0;0.0;3.0;7.0;7.0;0.0;24.0
421740 Schroeder;1.0;9.0;3.0;0.0;2.0;3.0;4.0;0.0;22.0
421750 Seara;0.0;13.0;10.0;1.0;6.0;13.0;8.0;0.0;51.0
421755 Serra Alta;1.0;0.0;2.0;0.0;1.0;3.0;2.0;0.0;9.0
421760 Siderópolis;3.0;8.0;5.0;2.0;2.0;1.0;5.0;0.0;26.0
421770 Sombrio;4.0;18.0;17.0;0.0;4.0;15.0;6.0;1.0;65.0
421775 Sul Brasil;0.0;0.0;2.0;0.0;1.0;1.0;1.0;0.0;5.0
421780 Taió;1.0;15.0;4.0;3.0;3.0;14.0;4.0;0.0;44.0
421790 Tangará;4.0;5.0;9.0;0.0;5.0;4.0;5.0;0.0;32.0
421795 Tigrinhos;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;4.0
421800 Tijucas;3.0;34.0;10.0;9.0;7.0;30.0;10.0;1.0;104.0
421810 Timbé do Sul;1.0;8.0;2.0;0.0;2.0;1.0;2.0;0.0;16.0
421820 Timbó;5.0;52.0;21.0;6.0;7.0;20.0;18.0;1.0;130.0
421825 Timbó Grande;1.0;4.0;1.0;0.0;0.0;0.0;1.0;0.0;7.0
421830 Três Barras;6.0;11.0;10.0;1.0;3.0;4.0;5.0;0.0;40.0
421835 Treviso;2.0;1.0;4.0;0.0;2.0;1.0;1.0;0.0;11.0
421840 Treze de Maio;0.0;6.0;3.0;1.0;2.0;3.0;3.0;0.0;18.0
421850 Treze Tílias;0.0;6.0;7.0;1.0;1.0;6.0;4.0;0.0;25.0
421860 Trombudo Central;1.0;8.0;3.0;0.0;1.0;4.0;6.0;0.0;23.0
421870 Tubarão;17.0;189.0;70.0;16.0;30.0;82.0;86.0;8.0;498.0
421875 Tunápolis;2.0;4.0;2.0;0.0;1.0;2.0;7.0;0.0;18.0
421880 Turvo;3.0;14.0;6.0;1.0;3.0;9.0;7.0;0.0;43.0
421885 União do Oeste;0.0;0.0;2.0;0.0;0.0;1.0;2.0;0.0;5.0
421890 Urubici;2.0;7.0;7.0;1.0;1.0;7.0;3.0;0.0;28.0
421895 Urupema;1.0;0.0;1.0;0.0;2.0;0.0;1.0;0.0;5.0
421900 Urussanga;2.0;16.0;11.0;1.0;3.0;5.0;7.0;1.0;46.0
421910 Vargeão;1.0;3.0;1.0;0.0;1.0;4.0;2.0;0.0;12.0
421915 Vargem;1.0;1.0;2.0;0.0;0.0;1.0;1.0;0.0;6.0
421917 Vargem Bonita;2.0;1.0;0.0;1.0;1.0;2.0;3.0;0.0;10.0
421920 Vidal Ramos;1.0;5.0;5.0;0.0;2.0;2.0;2.0;0.0;17.0
421930 Videira;10.0;58.0;22.0;6.0;10.0;49.0;26.0;1.0;182.0
421935 Vitor Meireles;1.0;2.0;1.0;0.0;1.0;2.0;1.0;0.0;8.0
421940 Witmarsum;1.0;3.0;0.0;0.0;3.0;0.0;3.0;0.0;10.0
421950 Xanxerê;10.0;65.0;29.0;3.0;9.0;52.0;34.0;0.0;202.0
421960 Xavantina;1.0;3.0;1.0;0.0;2.0;3.0;1.0;0.0;11.0
421970 Xaxim;7.0;18.0;10.0;1.0;3.0;26.0;13.0;0.0;78.0
421985 Zortéa;0.0;1.0;3.0;1.0;0.0;1.0;1.0;0.0;7.0
430003 Aceguá;1.0;9.0;3.0;1.0;1.0;1.0;1.0;0.0;17.0
430005 Água Santa;1.0;6.0;3.0;0.0;2.0;3.0;2.0;0.0;17.0
430010 Agudo;0.0;10.0;4.0;2.0;3.0;5.0;3.0;1.0;28.0
430020 Ajuricaba;4.0;6.0;8.0;3.0;3.0;3.0;6.0;0.0;33.0
430030 Alecrim;1.0;8.0;3.0;1.0;2.0;1.0;1.0;0.0;17.0
430040 Alegrete;15.0;54.0;26.0;10.0;14.0;24.0;40.0;2.0;185.0
430045 Alegria;1.0;3.0;4.0;1.0;2.0;1.0;4.0;0.0;16.0
430047 Almirante Tamandaré do Sul;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;6.0
430050 Alpestre;1.0;7.0;1.0;0.0;1.0;3.0;2.0;1.0;16.0
430055 Alto Alegre;1.0;3.0;2.0;1.0;1.0;3.0;2.0;0.0;13.0
430057 Alto Feliz;0.0;8.0;2.0;0.0;1.0;1.0;2.0;0.0;14.0
430060 Alvorada;17.0;93.0;31.0;6.0;7.0;17.0;33.0;10.0;214.0
430063 Amaral Ferrador;0.0;4.0;2.0;0.0;0.0;0.0;1.0;0.0;7.0
430064 Ametista do Sul;2.0;4.0;1.0;1.0;2.0;3.0;1.0;0.0;14.0
430066 André da Rocha;1.0;1.0;1.0;0.0;1.0;2.0;1.0;0.0;7.0
430070 Anta Gorda;1.0;7.0;4.0;1.0;3.0;4.0;3.0;0.0;23.0
430080 Antônio Prado;4.0;13.0;6.0;5.0;7.0;7.0;8.0;0.0;50.0
430085 Arambaré;0.0;11.0;2.0;1.0;0.0;0.0;1.0;1.0;16.0
430087 Araricá;0.0;9.0;3.0;1.0;2.0;4.0;3.0;0.0;22.0
430090 Aratiba;0.0;7.0;7.0;2.0;1.0;3.0;3.0;0.0;23.0
430100 Arroio do Meio;1.0;34.0;7.0;0.0;7.0;11.0;4.0;7.0;71.0
430107 Arroio do Padre;0.0;3.0;2.0;2.0;1.0;2.0;1.0;1.0;12.0
430105 Arroio do Sal;1.0;9.0;4.0;1.0;3.0;1.0;2.0;0.0;21.0
430120 Arroio do Tigre;1.0;12.0;4.0;1.0;3.0;12.0;3.0;0.0;36.0
430110 Arroio dos Ratos;3.0;6.0;5.0;1.0;1.0;6.0;5.0;2.0;29.0
430130 Arroio Grande;5.0;19.0;10.0;2.0;3.0;5.0;7.0;1.0;52.0
430140 Arvorezinha;2.0;8.0;4.0;3.0;2.0;4.0;4.0;1.0;28.0
430150 Augusto Pestana;2.0;13.0;2.0;0.0;3.0;1.0;5.0;0.0;26.0
430155 Áurea;1.0;4.0;3.0;0.0;1.0;0.0;2.0;0.0;11.0
430160 Bagé;20.0;92.0;65.0;11.0;25.0;35.0;57.0;4.0;309.0
430163 Balneário Pinhal;3.0;20.0;4.0;2.0;1.0;1.0;5.0;1.0;37.0
430165 Barão;4.0;4.0;4.0;2.0;1.0;2.0;4.0;1.0;22.0
430170 Barão de Cotegipe;0.0;4.0;3.0;2.0;1.0;5.0;2.0;0.0;17.0
430175 Barão do Triunfo;0.0;6.0;0.0;0.0;0.0;2.0;1.0;1.0;10.0
430185 Barra do Guarita;1.0;1.0;2.0;0.0;1.0;0.0;1.0;0.0;6.0
430187 Barra do Quaraí;1.0;6.0;1.0;0.0;0.0;1.0;1.0;0.0;10.0
430190 Barra do Ribeiro;0.0;11.0;4.0;0.0;0.0;5.0;2.0;1.0;23.0
430192 Barra do Rio Azul;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;4.0
430195 Barra Funda;0.0;1.0;3.0;2.0;1.0;1.0;3.0;0.0;11.0
430180 Barracão;0.0;2.0;2.0;1.0;0.0;3.0;2.0;0.0;10.0
430200 Barros Cassal;0.0;6.0;4.0;0.0;1.0;7.0;2.0;0.0;20.0
430205 Benjamin Constant do Sul;1.0;5.0;2.0;0.0;1.0;2.0;1.0;0.0;12.0
430210 Bento Gonçalves;16.0;159.0;63.0;13.0;22.0;74.0;47.0;7.0;401.0
430215 Boa Vista das Missões;0.0;2.0;1.0;0.0;1.0;2.0;0.0;0.0;6.0
